link	post_id	author	title	text
https://tay-li.diary.ru/p220050375_staraya-usadba.htm	220050375	Tay-Li	Старая усадьба	"Сердце дома. Сердце радо. А чему?
Тени дома? Тени сада? Не пойму.

Сад старинный, всё осины – тощи, страх!
Дом – руины... Тины, тины, что в прудах...

Что утрат-то!.. Брат на брата... Что обид!..
Прах и гнилость... Накренилось... А стоит...

Чьё жилище? Пепелище?.. Угол чей?
Мёртвой нищей логовище без печей.

Ну как встанет, ну как глянет из окна:
«Взять не можешь, а тревожишь, старина!

Ишь затейник! Ишь забавник! Что за прыть!
Любит древних, любит давних ворошить...

Не сфальшивишь, так иди уж: у меня
Не в окошке, так из кошки два огня.

Дам и брашна – волчьих ягод, белены...
Только страшно – месяц за год у луны...

Столько вышек, столько лестниц – двери нет...
Встанет месяц, глянет месяц – где твой след?..»

Тсс... ни слова... даль былого – но сквозь дым
Мутно зрима... Мимо, мимо... И к живым!

Иль истомы сердцу надо моему?
Тени дома? Шума сада?.. Не пойму...

(Анненский И.)

@темы: чужое прекрасное"
https://ricktor.diary.ru/p220050337.htm	220050337	~Rin		"Название: Третий сын царевны Лебедь.
Пейринг/Персонажи: Кощей/Иван, Отдел, Баба-Яга и прочие сказочные персонажи
Категория: слэш
Жанр: фэнтези, детектив, романтика
Рейтинг: NC-17
Предупреждение: Цикл Не_Сказки. Отдел расследует очередное дело после того, как Иван закончил отношения с Кощеем (""Культурный обмен"", глава ""Эффект"").

Глава 1
Резким движением Кощей провернул клинок и рванул его на себя. Ледяное лезвие легко выскользнуло из разрубленного тела, с жадностью впитывая чужую горячую кровь. Не обращая внимания на рухнувший к ногам труп, Темный хищно оглядел придорожные заросли.
- Иван?
- Здесь.
Голос царевича звучал глухо и доносился откуда-то сбоку и снизу. Бросив быстрый взгляд, Тёмный успел заметить, как Иван выпрямился, сдернув что-то с шеи одного из убитого им нападавших. Стерев пальцами кровь с кругляша, оказавшимся грубо выкованным медальоном, он нахмурился и с силой сжал рукоять своего меча.
Хриплое карканье заставило Ивана вскинуть голову, когда с неба камнем рухнул огромный ворон и, шумно хлопая крыльями, когтистыми лапами вцепился в подставленную Кощеем руку.
- Догнал?
Кое-как уложив взъерошенные перья, птица повернула голову к Бессмертному, демонстрируя влажный от крови мощный клюв.
- Догнал, – у ворона был неприятно глухой и скрипучий голос. - Обычный сигнальный голубь, никакого послания у него не было.

читать дальше































































































































































































































































































@темы: Это не Сказки истории в моей голове"
https://summerpanic.diary.ru/p220050310.htm	epigraph	SummerPanic		"Немного о дневнике. Дисклеймер, так сказать.
* Это дневник, а не блог.
* Это дневник, а не полностью мой личный, жизненный образ.
* Это дневник, а не кодекс моих жизненных позиций и принципов.
* Это дневник, тут лишь мысли, размышления и страдашки, которым нет места в ирл. Я их тут записываю, чтобы не пустить в свою повседневность.
* Это дневник и все записанные хаотичные мысли не всегда совпадают и могут подвергаться изменениям или, как я обычно говорю, развитию.
* Это дневник, мое личное пространство и все записи не публикуются для кого-то (лишь для меня лично). Они не направлены на конкретную аудиторию. Исключение если только я тебя отметил в посте.
* Это дневник и не все записанное нечто обдуманное и анализированное. Запись ведется как раз для того, чтобы к нему позже вернуться и переосмыслить.
* Это дневник."
https://zoisy.diary.ru/p220050289.htm	220050289	Инуа		"В очень внезапном порыве вдохновения вчера дописала экшн сцену. Поняла ещё один мой крупный недостаток как потенциального писателя, мне страшно лень тратить время на описание обстановки. Типа тут стоял шкаф, там стоял стул, здесь был порог, об который они и споткнулись. Ну блин. Я и сама в книгах такое читаю наискосок. И не понимаю авторов, которые на несколько абзацев описывают, как выглядела комната и какие в ней были занавески. Ну, если классиков убрать. Но, наверное, без этого читателю сложно нормально выстраивать сцену в воображении, потому что не оч понятно, кто, куда, зачем... Ну, что поделать, будем полагаться на развитую фантазию читателей))

@темы: Творчество"
https://dessalog.diary.ru/p220050284.htm	220050284	Десса		"Оценки начинают в школе ставить только со второго класса (вдруг кто не знает). И первая четверть второго класса - это почти как первая четверть первого в наше время. Все такое новое и необычное. Оценки в тетрадях, оценки в электронном дневнике. Да и бумажный дневник как таковой появляется только во втором классе (в первом - по собственной разве что инициативе, потому что официально домашку не задают).
Так вот обычно первая четверть второго класса - это халява. Потому как делают поблажки и пр. Пол-класса хорошистов, минимум троечников, есть отличники и боже упаси какие-то там двойки.

В этом году все не так. Кроме как весеннюю дистанционку тут винить некого. Двойки-тройки валом. Особенно по русскому, математике и английскому. Вот с английским не понятно, его в первом классе не было. Но очевидно, незрелые первоклашки просто отключились в марте и так и не включились. В Туськином классе есть в четверти двойки. Крепких хорошистов-отличников человек пять (которым все ни по чем).
В Юлькином классе получше, но в чате родители массово запрашивают телефоны репетиторов по русскому и математике.

Каникулы продлили на неделю. Все замерли и втянули головы в плечи. Никто даже в чате это не обсуждает. Не хватает только музыки за кадром тревожной и леденящей душу.

П.С. Не знаю, как по другим предметам, но иностранный язык очень хорошо практикуется и отрабатывается вот тут uchi.ru (uchi.ru/students/main). Тут тебе долбят и долбят с разных сторон, пока не поймешь и не запомнишь. Правда, платно. Но я рада, что на него подписались. Туське вполне хватило, чтоб у очень строгой учительницы вырвать четвертную пятерку.

@темы: че деится Дети"
https://elsewhere-anywhere.diary.ru/p220050283.htm	epigraph	бесконечная.история		"Как же заебал коронавирус.

Эта невозможность куда-то поехать, что-то спланировать просто выводит из себя. С одной стороны, 2020 получился удивительным во многих смыслах, а с другой — давайте, пожалуйста, хватит.

Заметила, что Мэтью начинает страдать, и это сказывается на нашем общении. Все было нормально до прошлой недели, а где-то в середине — его как будто подменили. Если раньше мы болтали целыми днями, то теперь между нами появилась какая-то дистанция. Я не выдержала и спросила, он мне сказал, что просто дико устает, но сложно не придумывать дополнительные смыслы. Причем я по-честному дала ему все возможные пути отхода и сказала, что если все это слишком тяжело для него или его чувства как-то поменялись, то мы в любой момент можем остановиться и прекратить общение в таком формате. Но оказалось, что копала я вообще в другую сторону, потому что в процессе разговора всплыло I just wish we were exclusive. And closer. И сверху этого еще он сказал, что twice a week I was looking at international stuff, and it's hard to know that things separate us so much.

И если мне сначала удавалось поддерживать в себе какой-то оптимизм, то вчера вечером я взглянула на новости и поняла, откуда взялось все это уныние, тревога и грусть. Честно говоря, я сама чуть не разрыдалась (а точнее разрыдалась). Потому что австралийский министр здравоохранения предлагает держать Австралию закрытой до конца 2021 года, причем для всех — и для туристов, и для студентов. И не выпускать оттуда никого тоже.

Накрыло меня знатно. Потому что еще месяц назад я бы отреагировала достаточно спокойно, мне было бы не так сложно отпустить эти отношения и ситуацию. Но теперь, когда мы уже так далеко зашли, когда появились какие-то надежды на то, что действительно могло бы что-то получиться и случиться, это как ушат ледяной воды.

Ну почему как только мне показалось, что можно расслабиться, выдохнуть, все снова пошло по какой-то наклонной.
И если все это закончится вот так, толком никак и не начавшись, то это разобьет мне сердце окончательно."
https://antonio789.diary.ru/p220050278_vyjdite-na-ulicu-v-stilnom-kosmeticheskom-zontike.htm	epigraph	Antonio789	Выйдите на улицу в стильном косметическом зонтике	"Зонты больше не надоедают благодаря зонтикам красоты, которые заняли место у тех, у кого есть чувство моды. Эти зонтики созданы для того, чтобы вы выглядели стильно и модно даже в жаркую и влажную погоду или во время ливня. Они являются идеальным решением для людей, которые заботятся о своей внешности и хотят всегда выглядеть гламурно и красиво.

Лучшее в косметических зонтах - это то, что они созданы, чтобы быть красивыми и выделяться из толпы. Вы с большей вероятностью привлечете внимание при ношении этого типа зонта, чем при ношении обычного стандартного зонта, созданного только для защиты. Но чтобы действительно выделиться при использовании косметического зонта, вам нужно обратить внимание на свой выбор. Ниже приведены несколько полезных советов, которые помогут вам выделиться с помощью косметического зонта.

Совет 1. Выбирайте кружева и рюши.

Это одни из самых очаровательных и 避孕藥月經遲 элегантных элементов косметического зонтика. Они определенно заставят вас выглядеть утонченно и добавят классности вашему образу. У косметических зонтиков обычно есть оборки и шнурки по краям, и вы можете иметь их красивой формы, узора и цвета, чтобы ваш зонтик оставался максимально уникальным. Зонты с кружевной отделкой функциональны и привлекательны, и вам просто понравится общий эффект, который они могут оказать на ваш образ.

Совет 2 - выбирайте уникальные формы

Зонты красоты в форме принца являются одними из самых ярких, но вы также можете выбрать другие формы, включая форму сердца для зонтика, который является не чем иным, как уникальным. Помимо формы навеса, вам также следует подумать о форме, которую принимает зонт в сложенном виде, или о форме чехла для зонта. Все это варианты формы, которые могут сделать ваш зонт самым уникальным, сохраняя ваш собственный стиль в плане стиля.

Совет 3 - рассмотрите купольный зонт

Пузырьковые или куполообразные зонты имеют прозрачные или прозрачные крышки, которые придают им эту очаровательную уникальную привлекательность. Вы также можете выбрать те, у которых тонкие принты и модные узоры, такие как клетка или полосы в цветах, которые выделят вас. Купольные зонтики обычно имеют глубокие навесы и обеспечивают полное покрытие. Они также легкие и удобные, поэтому носить их на прогулке или даже в офис будет приятно. Это одни из самых уникальных косметических зонтов, которые вы можете выбрать.

Совет 4. Поиграйте с цветами

Цвета определяют, насколько заметен ваш зонт. Зонтики Beauty выпускаются в ярких цветах, которые делают их забавными и захватывающими. Если вы хотите выделиться, не бойтесь пробовать яркие цвета. Вы можете выбрать яркие однотонные цвета или придерживаться разноцветных узоров, чтобы выделиться из толпы. Яркие цвета также могут поднять настроение в унылый пасмурный день и поднять вам настроение."
https://lady-legan.diary.ru/p220050251.htm	220050251	Lady_Legan		"Вчера утром пришли интересные новости. Умер протоиерей Смирнов. Тот самый, что назвал женщин живущих с мужчинами вне церковного брака - бесплатными проститутками.
Он ещё много что говорил и много кого называл.
Да и вообще был ковид-диссидентом не признавая ни вирус ни меры. Орал, что это кара за грехи.
Ну это пока сам не заболел.
Потом больничка, ИВЛ, но выжил.
А вот сейчас умер.
Что-то мне подсказывает - плазму ему таки переливали.
Это вам не доярка, целый протоиерей, видный деятель и прочая, и прочая. А плазму-ту откуда брали? Не у тех ли женщин, которых он проститутками называл? Не от тех ли людей, которых он грязью поливал?
А главное - он такой не один, кто гадости о людях говорит, а потом ими же пользуется.
Мне совсем не хочется давать свою кровь таким людям. Пусть им помогает ""длань незримого"", а не я и не врачи, которых все тот же протоиерей называл последними словами.

Очень противно слушать ""вселенский"" вой о ""великой утрате""."
https://redcub.diary.ru/p220050242_pismo-yu-muhina-pape-rimskomu.htm	220050242	geosid	Письмо Ю.Мухина Папе Римскому	"Ваше Святейшество,

я атеист и не претендую на безошибочность суждений в области христианской веры.

Но осмеливаюсь обратить внимание Вашего Святейшества, что в настоящее время у любого человека знаний о природе (в понимании верующего - о том, что создано Богом) на несколько порядков больше, чем у пророков и апостолов, создавших христианское учение. Становясь в позицию верующего в Бога человека, полагаю, что было бы ошибкой считать, что пророки и апостолы в те времена способны были точно понять то, что сообщали им Бог и посланники Божьи.

Отсюда осмелюсь сделать вывод, что христианское учение нуждается в своём совершенствовании с учётом тех знаний, которые накопило человечество с библейских времён.

По образованию и первой специальности я инженер-химик (как и Вы, Ваше Святейшество), но по профессии я исследователь, и занимался исследованиями в области химии почти четверть века. После этого жизнь заставила меня стать публицистом, и я в должности главного редактора газеты начал исследовать явления в обществе. Около 20 лет назад я попытался ответить в газете на вопрос о смысле жизни человека, и по прошествии нескольких лет, собирая все возможные подробности о человеке, пришёл к выводу, что человек гораздо сложнее тех представлений, которые имеют о человеческой сущности атеисты.

Далее я занимался тем, что собирал и собирал факты в доказательство возникшей у меня гипотезы. И сегодня я вправе считать безусловным, что:

- наше сознание и эмоции – то, что в христианстве называется Душой, - не являются атомными или молекулярными объектами, наша душа - это не мозг, это, скорее всего, отпечаток структурированного поля в эфире, это нечто, аналогичное информации, записанной в компьютере;

- мы - наша Душа - связаны с нашим телом только при жизни тела и связаны посредством головного мозга;

- после смерти тела Душа продолжает жить, познавая законы мироздания;

- задача человека в ходе жизни в теле - воспитать свою Душу для жизни после смерти;

- после смерти тела судьба людей не одинакова – одни продолжают активно жить, что с точки зрения христианского учения можно считать попаданием в рай, а другие являются только памятью природы и попадают состояние сенсорной депривации, что с точки зрения христианского учения можно считать попаданием в ад;

- логика природы приводит к выводу, что для попадания в рай человек должен воспитать в себе Душу, способную и получающую удовлетворение от служения обществу.

Подробности своего исследования я публиковал на своём сайте, в газете и книгах, и если вас заинтересуют конкретные доказательства вышесказанного, то Вашим помощникам следовало бы заказать перевод этих материалов с русского языка. Посему я лишаю себя удовольствия послать вам мою последнюю по этой теме книгу «Институт бессмертия человека» в бумажном виде, и даю для Ваших помощников только ссылку не неё в Интернете.

Поставив себя на Ваше место (приношу извинения, но смысл моих предложений требует смотреть на них Вашими глазами), полагаю, что в настоящее время с выводами спешить нет необходимости, но на основе современных знаний необходимо начать работу по совершенствованию христианского учения. Причём, уже сегодня можно было бы дополнить его пусть и не утверждениями, но вполне обоснованными гипотезами, которые никак не противоречат базовым положениям христианского учения:

- о том, из чего построена Душа человека;

- о том, что смысл жизни человека в познании законов, которыми Господь определил существование всего мироздания;

- о том, что представляют из себя райское блаженство и адские муки;

- о том, что Богу угодна земная жизнь человека, отданная служению обществу.

В конце своего письма обязан объяснить, зачем мне, атеисту, требуется участие Святого Престола в вопросах выяснения сущности человека.

На то есть две причины.

Во-первых, идёт оглупление человечества – люди набивают головы знаниями, которые им не нужны, а нужные знания люди, в большинстве своём, не способны самостоятельно использовать. В результате современным людям легче поверить во что-то, чем понять то, во что они верят. И если Церковь убедит людей поверить в то, что жить необходимо во имя общества, а не во имя алчности, и этим укажет им путь активной жизни после смерти тела (путь спасения), то это полностью будет соответствовать моим целям.

Разумеется, Отцы Церкви могут быть уверены, что они и так знают путь спасения, разумеется, я могу и не суметь убедить Отцов Церкви в необходимости совершенства христианского учения.

Но это не значит, что я не могу пробовать это сделать.

Во-вторых, на мой взгляд, сегодня Церковь сторонится науки, считая её инструментом атеистов - считая, что от фактов науки идёт только компрометация веры. Но раз есть все основания полагать, что Душа реально бессмертна, то Святому Престолу есть смысл учредить собственный Институт бессмертия человека, в котором начать строго научные исследования Души и условий её загробной жизни.

То есть, вне зависимости от меня сделать то, что пытаюсь сделать я.

Буду признателен, если Ваше Святейшество даст мне знать, пригодились ли Вашему Святейшеству мои мысли или нет.
С глубоким уважением, Ю.И. Мухин».

Подробности здесь!

А вот интересный комментарий от некого Никто:

Может быть, все-таки, не стоит ерничать? Это я Вам говорю - убежденный атеист. А, возможно, и не убежденный. Возможно, - не атеист вообще. Потому что душа у меня есть. Помогает она мне жить, или мешает, до сих пор не могу понять. Но пусть она у меня будет. Мне так лучше.

Мне сложно сказать, прав Мухин, или нет. Но он, по крайней мере, пытается найти ответы на те вопросы, на которые, может быть, и нет ответов. И в этом смысл жизни. Идти, а не прийти, и заснуть там в мягком кресле. Думать, а не додуматься, после чего успокоиться и забыть, что у тебя были мозги. Я ясно излагаю?

И кто же это у нас главный специалист по психическим отклонениям? Некое Управление Делами Папы Римского? Или взять ближе: врачи из больницы Кащенко? И курирующее их ФСБ? Что-то я сомневаюсь насчет этой сноски в ответе. А если она все-таки была, то не ищите там Бога.

Очень сложно сказать, где теперь искать Бога. Я искренне верю, что были пророки. Именно такие, о которых нам рассказывают. В рубище. Возможно, даже на осле. Только все они потом оказались висящими на крестах. А их место заняли другие. С прохиндейскими мордами.... А Бог отошел куда-то в сторону. Чтобы не испачкаться. Все.

P. S. Чуть не забыл. Господин Баранов! Срочно удаляйте все это! А то, не дай Бог, кто-нибудь прочитает.

@темы: мухин"
https://raveness.diary.ru/p220050239_i-snova-sherlok.htm	220050239	raveness	И снова Шерлок	"В последнее время я мало что смотрю, но тут подвезли очередного Шерлока.
Совместный проект видеосервиса START и компании «Среда». Максим Матвеев и Константин Богомолов в эксклюзивном киносериале о приключениях Шерлока Холмса в Санкт-Петербурге эпохи Александра III. Сыщик идёт по следу Джека Потрошителя в Лондоне, где тот уже убил несколько женщин, каждый раз оставляя детективу послания. После неудачной схватки с маньяком, Холмс понимает, что противник сбежал в Российскую империю.(c)
Нельзя просто так взять и не посмотреть очередного Шерлока, чем сегодня вечером и займусь.


Надо, кстати, и про Энолу Холмс написать, фильм мне понравился. Не без огрехов, но легкий, позитивный, с хорошими актерами и главное, что Энолу не стали делать умнее за счет глупого Шерлока. Я в последнее время к этому приему отношусь отрицательно. Желание прочитать книги после просмотра появилось, хотя, полагаю, книги будут отличаться довольно сильно. Из Кэвилла получился неплохой Шерлок, в меру рациональный, в меру эмоциональный. Он хорош собой, умен, лощен и ухожен. И хорошо показана разница затраченных им и Энолой усилий для раскрытия той или иной тайны. Я бы хотела понаблюдать за их взаимодействием побольше, главное не забывать, что здесь он не главный герой, а значит все равно будет отодвигаться на второй план. Майкрофт же, хоть и сухарь, в целом не так чтобы не прав, для того, чтобы нарушать правила, не помешало бы их для начала знать. Виконт Тьюксберри милаха, жалко было его волосы. Эудория, которую сыграла великолепная Хелена Бонем Картер, занимает слишком мало экранного времени и, лично у меня, вызывает больше всего вопросов. Проблемы равенства и движение суфражисток подаются на фоне динамичных пробежек, а комментарии Энолы, ломающей четвертую стену и обращающейся напрямую к зрителю, добавляют интересных акцентов.
Детективная составляющая откровенно провисает, но этот фильм и не пытается быть детективом. Для приятного вечера самое то.

@темы: Шерлока часто хвалили и любили за то,что он был живой. Джон встал как выкопанный Блаженны прыгающие, ибо они допрыгаются."
https://the-third-stage-of-idiocy.diary.ru/p220050234.htm	epigraph	Alt.		«Я знаю, что значит полюбить себя. Это знaчит проcнуться утpoм и больше не думaть o том, что в миpе еcть ктo–тo удaчливее, кpacивее, умнее, мудpее, лучше», — пишут психологи-блогеры под фото, где они отдыхают где-то в Греции, на руках маникюр, на ногах педикюр, на лице татуированные брови, наращенные ресницы, накаченные губы. За рулем авто плешивенький мужичек (он же кошелек), работа-халтурка, не ради всяких там мирских благ (см. денег), а для саморазвития и самоутверждения. Не поймите меня неправильно, я совсем не против наращивания/накачивания и прочего улучшения себя, но самодостаточные люди, которые действительно любят себя, прекрасно живут без вот этого всего плюс кило хайлайтера сверху. Про полюбить себя без денег плешивенького мужика чот как-то не пишут.
https://narika.diary.ru/p220050226.htm	220050226	narika aka Tai_fox_silver		"Три дня во сне крутили кино. Первая ночь была самой феерической - снов было два - первый в хмурой серьезной почти черно-белой атмосфере не то постапокалиптики, не то суровых советских фильмов о настоящих людях, был о вирусологах. Я как молодой-подающий-надежды участвовала в мозговом штурме, а потом обсуждала этот штурм со своим куратором из серьезных органов.

Второй был про бытие драконом. Дракон приключался напропалую по разным мирам и космосу, переодически претерпевая фантасмагорические и сюрные метаморфозы. В каком-то мире мне удалось воплотиться исключительно одним глазом. Большим золотым. Больше ничего не вмещалось. Расхожий образ, но изнутри ощущалось забавно. У дракона была команда приключенцев-поддержки, которая следовала за ним-мной. Отчетливо помню, что кто-то из них поменял образ, и дракон оценил результат как ""миленький пацанский прикид"". Было весело, задорно и очень уютно.

Во вторую ночь я выбирал ткань для костюма на Сказки пустыни. Долго во сне вспоминал, кем же я еду, решил, что визирем, и мне нужна роскошная парча. Кафтан получился зачетный)))) Даже жаль, что я не визирь.)))

@темы: сны просто так"
https://remember-me-tenderly.diary.ru/p220050188.htm	220050188	.Remember me.		"Продолжаю наблюдения: второй день просыпаюсь в 7-7.30 с ощущением, что я выспалась. Ложусь при этом также ближе к полуночи. Пока Соня спит с утра, читаю книгу, и потом весь день чувствую себя превосходно. Мыслей в голове почти нет, поэтому лонгриды не пишутся - не о чем. Почувствовала слабое желание снова работать (новую работу), впервые с июня. Хороший прогностический признак.

Ухожу с текущей работы потрясающе экологично. Забочусь о своих ребятах на будущее, в том числе по поводу повышений в должности и в зарплате. Забочусь о соседних отделах, передавая дела. Сейчас ещё три недели буду усиленно обучать нового человека. Словом, поступаю так, как я бы хотела, чтобы поступали со мной.
Ситуацию по отделу я увидела абсолютно правильно летом. И сейчас, когда уже нет смысла убеждать меня в чем-то, шеф подтвердил, что да, всё так, как я вижу.
Со многими хотела бы остаться на связи, чтобы в перспективе помочь (делом или хотя бы советом на тему работы), и надеюсь, что они при желании выйдут за рабочие рамки и увидят во мне просто человека. В первую очередь, к моим барышням это относится, у остальных нет такого сильного восприятия меня через работу.

@темы: трудовыебудни а над нами - километры воды, а над нами - бьют хвостами киты"
https://omela.diary.ru/p220050179.htm	220050179	TatianaSh		"Я ведь почти не описала свой летний опыт в детском математическом лагере, а жаль, это было интересно

Уже говорила, что я там 10 дней помогала по кухне. ""Помогала по кухне"" - это очень мягко звучит. Предполагалось, что иногда я и еще одна мама будем в чем-то помогать повару и педагогам, а через день отдыхать. Получилась же практически нон-стоп работа на кухне с 6.30 до 22.00 иногда без перерывов и уж точно без намека на выходной.

Физически это адская работа, первые дни ужасно болели ноги и спина у всех нас (повар тоже давно не готовила на 25 человек), но психологически я так никогда не отдыхала. Никаких тревожных мыслей, очень простые задачи, максимум стратегического планирования - решить, сколько картошки чистить на обед и в какой момент пойти в подвал за огурцами (у повара было не так - она все время все считала-считала-считала, я в шоке, сколько там всего надо считать и не понимаю, как это вообще возможно).

Дома я мало готовлю, чаще это делает муж, но после этой поездки я так вдохновилась, что недели три потом еще готовила-готовила-готовила. Вдохновила прекрасная повар Клавдия, которая обожала Лагутенко, говорила по телефону на итальянском и учила нас, что ""в борщ можно класть фасоль, можно нет, можно делать с мясом, можно постный, но картошка должна быть порезана соломкой!"" и что-то еще про ""давайте не будем нарушать эстетику блюда"". Я узнала много всяких кулинарных фишечек и с удовольствием еще бы поработала с Клавдией.

Я увидела адский труд педагогов и вожатых. Эти люди не спят, во время еды отвечают на вопросы детей и почему-то не начинают их ненавидеть.

Дети) Это были дети, занимающиеся олимпиадной математикой, и они чудные все. Я специально смотрела и искала среди них какого-то просто нормального ребенка без чудинки и не смогла найти. К концу смены перестала удивляться пятикласснику, читающему Хокинга или собирающему с закрытыми глазами 50 фигур из змейки-рубика, или еще тому парню, который ходил по территории и запоминал, что где лежит, а потом его спрашивали о всех потеряшках, и он правда находил! А еще тому, который плакал, когда мы у костра пели Цоя, потому что ""такая песня душевная, такая песня! В самое сердце!"".

Очень интересно было видеть Леву в этих условиях. Во-первых, он очевидно был среди своих (то еще чудило), а во-вторых, его там прямо уважают, все хотят быть с ним в команде и просто не участвовали в конкурсе головоломок, если видели его имя. Поэтому он записывался прямо перед игрой) Было интересно узнать, что ему совсем-совсем не интересно конструирование, а вот всякие творческие мастер-классы - вполне.

И, да, была гитара, Цой у костра и всякие другие штуки, характерные для лагерной жизни - разные лавстори, падение в пруд (он мелкий, все ок, но каждый день кто-то нырял), кто-то даже пробовал курить

А когда дети ложились спать, мы с директором лагеря пели Крематорий до 3 ночи (помним, что в 6.30 надо быть на кухне? Хотя к концу смены мы поняли, что хлопья с молоком тоже норм завтрак, едят его лучше каши, а вставать тогда можно в 8).

И, да, спала я мало, но как же хорошо! Как никогда раньше.

@темы: Лёва Впечатления"
